Time(s),Distance(m)
11.54,0.3200
11.54,0.3200
11.54,0.3300
11.54,0.3200
11.54,0.3200
11.54,0.3100
11.54,0.3200
11.54,0.3200
11.54,0.3300
11.64,0.3300
11.64,0.3300
11.64,0.3300
11.64,0.3300
11.64,0.3300
11.64,0.3400
11.64,0.3400
11.64,0.3400
11.64,0.3500
11.64,0.3500
11.64,0.3600
11.84,0.3600
11.84,0.3700
11.84,0.3700
11.84,0.3700
11.84,0.3800
11.84,0.3800
11.84,0.3800
11.84,0.3800
11.84,0.3900
11.84,0.3900
11.84,0.3900
11.84,0.3900
11.84,0.3800
11.84,0.3800
11.84,0.3700
11.84,0.3700
11.84,0.3600
11.84,0.3600
11.84,0.3600
11.94,0.3500
11.94,0.3500
11.94,0.3500
11.94,0.3500
11.94,0.3400
11.94,0.3400
11.94,0.3400
11.94,0.3400
11.94,0.3400
11.94,0.3400
11.94,0.3400
12.14,0.3400
12.14,0.3500
12.14,0.3500
12.14,0.3400
12.14,0.3400
12.14,0.3400
12.14,0.3500
12.14,0.3500
12.14,0.3600
12.14,0.3600
12.14,0.3700
12.14,0.3700
12.14,0.3700
12.14,0.3900
12.14,0.4000
12.14,0.4100
12.14,0.4100
12.14,0.4200
12.14,0.4200
12.24,0.4100
12.24,0.4100
12.24,0.4000
12.24,0.3900
12.24,0.3900
12.24,0.3900
12.34,0.4300
12.34,0.4100
12.34,0.4100
12.34,0.4100
12.34,0.4200
12.34,0.4200
12.44,0.4300
12.44,0.4300
12.44,0.4300
12.44,0.4300
12.44,0.4200
12.44,0.4200
12.44,0.4100
12.44,0.4100
12.44,0.4100
12.44,0.4000
12.64,0.4000
12.64,0.3900
12.64,0.3900
12.64,0.4000
12.64,0.4000
12.64,0.3900
12.64,0.3900
12.64,0.3900
12.64,0.3900
12.64,0.3900
12.64,0.3900
12.64,0.3900
12.64,0.3900
12.64,0.3900
12.64,0.3800
12.64,0.3800
12.64,0.3800
12.64,0.3700
12.64,0.3800
12.74,0.3900
12.74,0.3900
12.74,0.3900
12.74,0.3900
12.74,0.3900
12.74,0.3900
12.74,0.3900
12.74,0.4000
12.74,0.4000
12.74,0.4000
12.74,0.4000
12.94,0.4100
12.94,0.4100
12.94,0.4100
12.94,0.4200
12.94,0.4200
12.94,0.4300
12.94,0.4400
12.94,0.4400
